handleId;fieldType;name;description;productImageUrl;collection;sku;ribbon;price;surcharge;visible;discountMode;discountValue;inventory;weight;productOptionName1;productOptionType1;productOptionDescription1;productOptionName2;productOptionType2;productOptionDescription2;productOptionName3;productOptionType3;productOptionDescription3;productOptionName4;productOptionType4;productOptionDescription4;productOptionName5;productOptionType5;productOptionDescription5;productOptionName6;productOptionType6;productOptionDescription6;additionalInfoTitle1;additionalInfoDescription1;additionalInfoTitle2;additionalInfoDescription2;additionalInfoTitle3;additionalInfoDescription3;additionalInfoTitle4;additionalInfoDescription4;additionalInfoTitle5;additionalInfoDescription5;additionalInfoTitle6;additionalInfoDescription6;customTextField1;customTextCharLimit1;customTextMandatory1
Product_13;Product;Duorum Reserva Vinhas Velhas Rouge 2015;;;"Douro;2015;João Portugal Ramos;Rouge";DOU-JPR-DUORUMVVELHAS-T-2015;;32.00;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_14;Product;Duorum Vintage Vinha de Castelo Melhor Port 2010;;;"Douro;2010;João Portugal Ramos;Port/Liquoreux";DOU-JPR-DUORUMPORTCASTELO-P-2010;;37.50;;TRUE;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_15;Product;Duorum Vintage Port 2011;;;"Douro;2011;João Portugal Ramos;Port/Liquoreux";DOU-JPR-DUORUMPORT-P-2011;;94.60;;TRUE;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_16;Product;Duorum Vintage Magnum Port 2011;;;"Douro;2011;João Portugal Ramos;Port/Liquoreux";DOU-JPR-DUORUMPORTMAGN-P-2011;;201.30;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_17;Product;Vinha da Urze Blanc 2017;;;"Douro;2017;CARM;Blanc";DOU-CAR-URZE-B-2017;;11.00;;TRUE;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_18;Product;Vinha da Urze Rouge  2016;;;"Douro;2016;CARM;Rouge ";DOU-CAR-URZE-T-2016;;11.00;;TRUE;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_19;Product;Vinha da Urze Reserva Blanc 2016;;;"Douro;2016;CARM;Blanc";DOU-CAR-URZERSV-B-2016;;16.00;;TRUE;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_20;Product;BIO Vinha da Urze Reserva Rouge 2015;;;"Douro;2015;CARM;Rouge";DOU-CAR-URZEREBIORSV-T-2015;;16.00;;TRUE;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_21;Product;Maria de Lurdes Blanc 2017;;;"Douro;2017;CARM;Blanc";DOU-CAR-LURDES-B-2017;;33.00;;TRUE;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_22;Product;Maria de Lurdes Rouge 2015;;;"Douro;2015;CARM;Rouge";DOU-CAR-LURDES-T-2015;;46.00;;TRUE;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_23;Product;SO2 Blanc 2016;;;"Douro;2016;CARM;Blanc";DOU-CAR-SO2-B-2016;;23.00;;TRUE;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_24;Product;SO2 Rouge  2016;;;"Douro;2016;CARM;Rouge ";DOU-CAR-SO2-T-2016;;23.00;;TRUE;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_25;Product;Alves de Sousa Berço Blanc 2012;;;"Douro;2012;Alves de Sousa;Blanc";DOU-ADS-BERCO-B-2012;;48.00;;TRUE;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_26;Product;Alves de Sousa Reserva Pessoal Blanc 2011;;;"Douro;2011;Alves de Sousa;Blanc";DOU-ADS-RSVPESSOAL-B-2011;;43.00;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_27;Product;da Gaivosa Blanc 2016;;;"Douro;2016;Alves de Sousa;Blanc";DOU-ADS-GAIVOSA-B-2016;;13.80;;TRUE;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_28;Product;da Gaivosa Reserva Blanc 2014;;;"Douro;2014;Alves de Sousa;Blanc";DOU-ADS-GAIVOSARSV-B-2014;;26.70;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_29;Product;Gaivosa 1ºs Anos Rouge 2015;;;"Douro;2015;Alves de Sousa;Rouge";DOU-ADS-GAIVOSA1-T-2015;;16.80;;TRUE;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_30;Product;D'Oliva Grande Reserva Blanc 2011;;;"Douro;2011;Alves de Sousa;Blanc";DOU-ADS-DOLIVARSV-B-2011;;26.70;;TRUE;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_31;Product;D'Oliva Grande Reserva Rouge 2009;;;"Douro;2009;Alves de Sousa;Rouge";DOU-ADS-DOLIVARSV-T-2009;;26.70;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_32;Product;Vale da Raposa Blanc 2017;;;"Douro;2017;Alves de Sousa;Blanc";DOU-ADS-RAPOSA-B-2017;;11.70;;TRUE;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_33;Product;Vale da Raposa Rosé 2018;;;"Douro;2018;Alves de Sousa;Rosé";DOU-ADS-RAPOSA-R-2018;;11.60;;TRUE;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_34;Product;Vale da Raposa Grande Escolha Rouge 2015;;;"Douro;2015;Alves de Sousa;Rouge";DOU-ADS-RAPOSAGESCOLHA-T-2015;;32.30;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_35;Product;Vale da Raposa Reserva Rouge 2016;;;"Douro;2016;Alves de Sousa;Rouge";DOU-ADS-RAPOSARSV-T-2016;;15.70;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_36;Product;Memorias Alves de Sousa Magnum Rouge ;;;"Douro;;Alves de Sousa;Rouge";DOU-ADS-MEMORIASMAGN-T-;;162.00;;TRUE;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_37;Product;Quinta da Gaivosa 10 Years Old Tawny (500ml) Port 10Years;;;"Douro;10Years;Alves de Sousa;Port/Liquoreux";DOU-ADS-GAIVOSAPORT10-P-10Years;;23.40;;TRUE;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_38;Product;Quinta da Gaivosa 20 Years Old Tawny (500ml) Port 20Years;;;"Douro;20Years;Alves de Sousa;Port/Liquoreux";DOU-ADS-GAIVOSAPORT20-P-20Years;;45.50;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_39;Product;Quinta da Gaivosa 10 Years Old White (500ml) Port 10Years;;;"Douro;10Years;Alves de Sousa;Port/Liquoreux";DOU-ADS-GAIVOSAWPORT10-P-10Years;;23.00;;TRUE;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_40;Product;Quinta da Gaivosa LBV Port 2014;;;"Douro;2014;Alves de Sousa;Port/Liquoreux";DOU-ADS-GAIVOSAPORTLBV-P-2014;;24.00;;TRUE;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_41;Product;Alves de Sousa Vintage Port 2015;;;"Douro;2015;Alves de Sousa;Port/Liquoreux";DOU-ADS-ALVESSOUSAPORT-P-2015;;49.50;;TRUE;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_42;Product;Vale da Raposa Ruby Special Reserve Port RubySP;;;"Douro;RubySP;Alves de Sousa;Port/Liquoreux";DOU-ADS-RAPOSAPORTRUBY-P-RubySP;;18.00;;TRUE;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_43;Product;Vale da Raposa Tawny Special Reserve Port TawnySP;;;"Douro;TawnySP;Alves de Sousa;Port/Liquoreux";DOU-ADS-RAPOSAPORTTWA-P-TawnySP;;18.00;;TRUE;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_44;Product;Quinta do Romeu Reserva Blanc 2016;;;"Douro;2016;Quinta do Romeu;Blanc";DOU-ROM-ROMEURSV-B-2016;;19.00;;TRUE;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_45;Product;Quinta do Romeu Reserva Blanc 2017;;;"Douro;2017;Quinta do Romeu;Blanc";DOU-ROM-ROMEURSV-B-2017;;19.00;;TRUE;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_46;Product;Quinta do Romeu Special (Quartz) Blanc 2015;;;"Douro;2015;Quinta do Romeu;Blanc";DOU-ROM-ROMEUSPECIAL-B-2015;;35.00;;TRUE;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_47;Product;Moinho do Gato Rouge 2015;;;"Douro;2015;Quinta do Romeu;Rouge";DOU-ROM-MOINHOGATO-T-2015;;11.70;;TRUE;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_48;Product;Lagar de Darei Colheita Blanc 2017;;;"Dao;2017;Vinhos de Darei;Blanc";Dao-DAR-DAREICOLHEITA-B-2017;;10.50;;TRUE;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_49;Product;Lagar de Darei Private Selection Blanc 2015;;;"Dao;2015;Vinhos de Darei;Blanc";Dao-DAR-DAREIPRIVATE-B-2015;;15.70;;TRUE;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_50;Product;Lagar do Dão Reserva Rouge 2007;;;"Dao;2007;Vinhos de Darei;Rouge";Dao-DAR-LAGARDAORSV-T-2007;;37.80;;TRUE;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_51;Product;Lagar de Darei Colheita Rouge 2013;;;"Dao;2013;Vinhos de Darei;Rouge";Dao-DAR-DAREI-T-2013;;11.00;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_52;Product;Lagar de Darei Reserva Rouge 2012;;;"Dao;2012;Vinhos de Darei;Rouge";Dao-DAR-DAREIRSV-T-2012;;15.80;;TRUE;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_53;Product;Lagar de Darei Reserva Rouge 2011;;;"Dao;2011;Vinhos de Darei;Rouge";Dao-DAR-DAREIRSV-T-2011;;15.80;;TRUE;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_54;Product;Lagar de Darei Reserva Rouge 2009;;;"Dao;2009;Vinhos de Darei;Rouge";Dao-DAR-DAREIRSV-T-2009;;15.80;;TRUE;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_55;Product;Lagar de Darei Reserva Sem Abrigo Rouge 2012;;;"Dao;2012;Vinhos de Darei;Rouge";Dao-DAR-SEMABRIGO-T-2012;;14.80;;TRUE;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_56;Product;Quinta dos Abibes (Touriga Nacional, Cabernet Sauvignon) Reserva Rouge 2014;;;"Bairrada;2014;Quinta dos Abibes ;Rouge";BAI-ABI-ABIBESRSV-T-2014;;19.00;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_57;Product;Quinta dos Abibes (Arinto, Baga) Extra Bruto Reserva Espumante 2013;;;"Bairrada;2013;Quinta dos Abibes ;Espumante";BAI-ABI-ABIBESEBRUT-E-2013;;22.00;;TRUE;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_58;Product;Quinta dos Abibes Sublime (mis en bouteille 2016) Blanc 2015;;;"Bairrada;2015;Quinta dos Abibes ;Blanc";BAI-ABI-ABIBESSUBL-B-2015;;35.00;;TRUE;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_59;Product;Quinta dos Abibes Sublime (mis en bouteille 2018) Rouge 2011;;;"Bairrada;2011;Quinta dos Abibes ;Rouge";BAI-ABI-ABIBESSUBL-T-2011;;48.00;;TRUE;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_60;Product;Encosta do vale galego - Colheita           Blanc 2016;;;"Lisboa;2016;Vale da Encosta ;Blanc";LIS-VDE-VALEGALEGO-B-2016;;9.00;;TRUE;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_61;Product;Encosta do vale galego - Reserva Arinto & Fernao Pires & Malvasia Blanc 2015;;;"Lisboa;2015;Vale da Encosta ;Blanc";LIS-VDE-VALEGALEGORSV-B-2015;;13.00;;TRUE;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_62;Product;Encosta do vale galego -  Colheita Rouge 2014;;;"Lisboa;2014;Vale da Encosta ;Rouge";LIS-VDE-VALEGALEGO-T-2014;;9.00;;TRUE;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_63;Product;Encosta do vale galego - Reserva Touriga naçional & Cab Sauv Rouge 2011;;;"Lisboa;2011;Vale da Encosta ;Rouge";LIS-VDE-VALEGALEGORSV-T-2011;;16.00;;TRUE;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_64;Product;Encosta do vale galego - Reserva Touriga naçional & Cab Sauv Rouge 2012;;;"Lisboa;2012;Vale da Encosta ;Rouge";LIS-VDE-VALEGALEGORSV-T-2012;;16.00;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_65;Product;Encosta do vale galego - Touriga naçional & Aragonez & Syrah Rouge 2012;;;"Lisboa;2012;Vale da Encosta ;Rouge";LIS-VDE-VALEGALEGOTSA-T-2012;;13.50;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_66;Product;Encosta do vale galego - Syrah Rouge 2015;;;"Lisboa;2015;Vale da Encosta ;Rouge";LIS-VDE-VALEGALEGOSYRAH-T-2015;;17.90;;TRUE;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_67;Product;Quinta da Lapa - Espumante Bruto ;;;"Lisboa;Bruto ;Quinta da Lapa ;Espumante ";LIS-LAP-LAPABRUT-E-Bruto ;;15.70;;TRUE;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_68;Product;Quinta da Lapa - NANA Blanc 2017;;;"Lisboa;2017;Quinta da Lapa ;Blanc";LIS-LAP-LAPANANA-B-2017;;12.40;;TRUE;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_69;Product;Quinta da Lapa - NANA Rosé 2017;;;"Lisboa;2017;Quinta da Lapa ;Rosé ";LIS-LAP-LAPANANA-R-2017;;12.40;;TRUE;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_70;Product;Quinta da Lapa - Reserva NANA Rouge 2015;;;"Lisboa;2015;Quinta da Lapa ;Rouge";LIS-LAP-LAPARSV-T-2015;;13.50;;TRUE;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_71;Product;Quinta da Lapa - Clarete Rouge 2017;;;"Lisboa;2017;Quinta da Lapa ;Rouge";LIS-LAP-LAPACLARETE-T-2017;;12.40;;TRUE;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_72;Product;Quinta dos Curvos Brut Nature Espumante 2017;;;"Minho;2017;Quinta dos Curvos;Espumante";VVM-CUR-CURVOSBRUT-E-2017;;24.00;;TRUE;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_73;Product;Quinta dos Curvos Alvarinho Blanc 2017;;;"Minho;2017;Quinta dos Curvos;Blanc";VVM-CUR-CURVOSALV-B-2017;;12.40;;TRUE;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_74;Product;Quinta dos Curvos Avesso Blanc 2017;;;"Minho;2017;Quinta dos Curvos;Blanc";VVM-CUR-CURVOSAVESS-B-2017;;11.30;;TRUE;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_75;Product;Superior Blanc 2017;;;"Minho;2017;Quinta dos Curvos;Blanc";VVM-CUR-CURVOSSUPERIOR-B-2017;;8.50;;TRUE;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_76;Product;Quinta da Vegia Colheita Rouge 2011;;;"Dao;2011;Casa de Cello;Rouge";Dao-CEL-VEGIA-T-2011;;18.20;;TRUE;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_77;Product;Quinta da Vegia Reserva Rouge 2007;;;"Dao;2007;Casa de Cello;Rouge";Dao-CEL-VEGIARSV-T-2007;;36.70;;TRUE;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_78;Product;Quinta da Vegia Superior Rouge 2007;;;"Dao;2007;Casa de Cello;Rouge";Dao-CEL-VEGIASUP-T-2007;;47.90;;TRUE;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_79;Product;Quinta de Sanjoanne Passi Port 2011;;;"Minho;2011;Casa de Cello;Port/Liquoreux";VVM-CEL-SANJOANNE-L-2011;;22.90;;TRUE;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_80;Product;Quinta de Sanjoanne Superior V.V. Blanc 2009;;;"Minho;2009;Casa de Cello;Blanc";VVM-CEL-SANJOANNESUP-B-2009;;36.00;;TRUE;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_81;Product;Quinta de Sanjoanne Superior V.V. Blanc 2012;;;"Minho;2012;Casa de Cello;Blanc";VVM-CEL-SANJOANNESUP-B-2012;;36.00;;TRUE;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_82;Product;Quinta de Sanjoanne Terroir Mineral V.V. Blanc 2013;;;"Minho;2013;Casa de Cello;Blanc";VVM-CEL-SANJOANNETERR-B-2013;;11.50;;TRUE;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_83;Product;Art. Terra Organic Bio Rouge 2016;;;"Alentejo;2016;Casa Relvas;Rouge";ALT-REL-TERRAORG-T-2016;;16.40;;TRUE;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_84;Product;Art. Terra Amphora Bio Blanc 2017;;;"Alentejo;2017;Casa Relvas;Blanc";ALT-REL-TERRAAMPH-B-2017;;22.30;;TRUE;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_85;Product;Art. Terra Amphora Bio Rouge 2017;;;"Alentejo;2017;Casa Relvas;Rouge";ALT-REL-TERRAAMPH-T-2017;;16.40;;TRUE;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_86;Product;Art. Terra Curtimenta Bio Blanc 2015;;;"Alentejo;2015;Casa Relvas;Blanc";ALT-REL-TERRACURTI-B-2015;;16.80;;TRUE;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product_87;Product;Ciconia Blanc 2016;;;"Alentejo;2016;Casa Relvas;Blanc";ALT-REL-CICONIA-B-2016;;8.50;;TRUE;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
