handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
SR88HD59,Product,Csr All Natural Buttercream Icing Mix Vanilla 250g,,https://cdn1.woolworths.media/content/wowproductimages/medium/699577.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PO64CL13,Product,Csr Brown Sugar Coffee Crystals 500g,,https://cdn1.woolworths.media/content/wowproductimages/medium/033155.jpg,Pantry;Baking,,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY82JT98,Product,Csr Brown Sugar Dark 1kg,,https://cdn1.woolworths.media/content/wowproductimages/medium/037736.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI10SP97,Product,Csr Caster Sugar Raw 750g,,https://cdn1.woolworths.media/content/wowproductimages/medium/364085.jpg,Pantry;Baking,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS29HS76,Product,Csr Dark Muscovado Sugar 250g,,https://cdn1.woolworths.media/content/wowproductimages/medium/659256.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XP54NB76,Product,Csr Demerara Sugar 375g,,https://cdn1.woolworths.media/content/wowproductimages/medium/086973.jpg,Pantry;Baking,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV18HN42,Product,Csr Golden Syrup 850g,,https://cdn1.woolworths.media/content/wowproductimages/medium/098328.jpg,Pantry;Baking,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UE76VJ28,Product,Csr Golden Syrup Squeeze 500g,,https://cdn1.woolworths.media/content/wowproductimages/medium/092491.jpg,Pantry;Baking,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF67MG82,Product,Csr Icing Sugar Pure 500g,,https://cdn1.woolworths.media/content/wowproductimages/medium/071487.jpg,Pantry;Baking,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MY60TL53,Product,Csr Lite Reduced Calorie Sugar 500g,,https://cdn1.woolworths.media/content/wowproductimages/medium/699579.jpg,Pantry;Baking,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV86HI97,Product,Csr Original Treacle 850g,,https://cdn1.woolworths.media/content/wowproductimages/medium/093700.jpg,Pantry;Baking,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU70KO48,Product,Csr Raw Sugar Low Gi Cane 750g,,https://cdn1.woolworths.media/content/wowproductimages/medium/322473.jpg,Pantry;Baking,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR86FI39,Product,Csr Raw Sugar Sticks 50pk 150g,,https://cdn1.woolworths.media/content/wowproductimages/medium/498331.jpg,Pantry;Baking,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD88JD42,Product,Csr Smart White Sugar Blend 500g,,https://cdn1.woolworths.media/content/wowproductimages/medium/322478.jpg,Pantry;Baking,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QL84RY43,Product,Csr Specialty Sugar Jam Setting 500g,,https://cdn1.woolworths.media/content/wowproductimages/medium/720458.jpg,Pantry;Baking,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BN97YI95,Product,Csr Unrefined Coconut Sugar 250g,,https://cdn1.woolworths.media/content/wowproductimages/medium/659255.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TB50SC78,Product,Csr Unrefined Rapadura Sugar 250g,,https://cdn1.woolworths.media/content/wowproductimages/medium/659238.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JZ68LO81,Product,Csr White Sugar Cubes 450g,,https://cdn1.woolworths.media/content/wowproductimages/medium/112080.jpg,Pantry;Baking,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ89UW26,Product,Csr White Sugar Sticks 50pk 150g,,https://cdn1.woolworths.media/content/wowproductimages/medium/335935.jpg,Pantry;Baking,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IK33ZG34,Product,Defiance White Baker's Flour 5kg,,https://cdn1.woolworths.media/content/wowproductimages/medium/091304.jpg,Pantry;Baking,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LK61CR59,Product,Dollar Sweets 10 Inch Round Cake Board 2 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/804124.jpg,Pantry;Baking,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YV22LX63,Product,Dollar Sweets 100s & 1000s Jar 155g,,https://cdn1.woolworths.media/content/wowproductimages/medium/491614.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP42OZ96,Product,Dollar Sweets Bright Sprinkles Jar 90g,,https://cdn1.woolworths.media/content/wowproductimages/medium/491609.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KU98SI16,Product,Dollar Sweets Cake Decoration Fairy Toppings 145g,,https://cdn1.woolworths.media/content/wowproductimages/medium/773763.jpg,Pantry;Baking,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TK55HK61,Product,Dollar Sweets Candy Eyeball Decor 25g,,https://cdn1.woolworths.media/content/wowproductimages/medium/847890.jpg,Pantry;Baking,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FU74DT33,Product,Dollar Sweets Choclettes Sprinkles Jar 115g,,https://cdn1.woolworths.media/content/wowproductimages/medium/491620.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KH95LD36,Product,Dollar Sweets Chocolate Minis Jar 135g,,https://cdn1.woolworths.media/content/wowproductimages/medium/491621.jpg,Pantry;Baking,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN16KF91,Product,Dollar Sweets Decoration Rainbow Poppng Topping 150g,,https://cdn1.woolworths.media/content/wowproductimages/medium/773744.jpg,Pantry;Baking,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC69TQ63,Product,Dollar Sweets Edible Glue 18g,,https://cdn1.woolworths.media/content/wowproductimages/medium/573988.jpg,Pantry;Baking,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OT49DO75,Product,Dollar Sweets Hip Hip Hooray Party Cupcake Kit 24 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/852133.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VN57ST33,Product,Dollar Sweets Icing Decorations Unicorn & Rainbow 12 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/804132.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC69BR29,Product,Dollar Sweets Jurassic Bitz 125g,,https://cdn1.woolworths.media/content/wowproductimages/medium/491631.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LK38ST46,Product,Dollar Sweets Lollipop Cake Toppers 6 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/682286.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KK23TN19,Product,Dollar Sweets Magic Star Tops 115g,,https://cdn1.woolworths.media/content/wowproductimages/medium/491627.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL44DO90,Product,Dollar Sweets Patty Pans Large Coloured 100 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/850486.jpg,Pantry;Baking,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL31WZ71,Product,Dollar Sweets Patty Pans Large Polka Dot 100 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/850487.jpg,Pantry;Baking,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC14CV77,Product,Dollar Sweets Patty Pans Large Striped 100 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/850488.jpg,Pantry;Baking,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC31IT28,Product,Dollar Sweets Patty Pans Mini Coloured 100 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/850541.jpg,Pantry;Baking,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC73JI87,Product,Dollar Sweets Patty Pans Mini Polka Dot 100 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/850540.jpg,Pantry;Baking,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DN86WA27,Product,Dollar Sweets Patty Pans Silver Foil Large 100 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/850512.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BL20FJ50,Product,Dollar Sweets Patty Pans Small Chevron 100 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/850513.jpg,Pantry;Baking,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA49LM21,Product,Dollar Sweets Silver Cachous 130g,,https://cdn1.woolworths.media/content/wowproductimages/medium/574075.jpg,Pantry;Baking,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XE41CU23,Product,Dollar Sweets Sprinkles 100s & 1000s 190g,,https://cdn1.woolworths.media/content/wowproductimages/medium/264091.jpg,Pantry;Baking,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YJ87SS43,Product,Dollar Sweets Sprinkles Fives 125g,,https://cdn1.woolworths.media/content/wowproductimages/medium/033364.jpg,Pantry;Baking,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR45XC99,Product,Dollar Sweets Sprinkles Magic 100s & 1000s 350g,,https://cdn1.woolworths.media/content/wowproductimages/medium/307818.jpg,Pantry;Baking,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XZ32GT92,Product,Dollar Sweets Sprinkles Pirate Toppings 145g,,https://cdn1.woolworths.media/content/wowproductimages/medium/773761.jpg,Pantry;Baking,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NR44RG26,Product,Dollar Sweets Unicorn Sprinkles Jar 105g,,https://cdn1.woolworths.media/content/wowproductimages/medium/847891.jpg,Pantry;Baking,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC30AA74,Product,Dollar Sweets Vegetarian Rainbow Sprinkles 155g,,https://cdn1.woolworths.media/content/wowproductimages/medium/803604.jpg,Pantry;Baking,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE85NK93,Product,Dollar Sweets White Mufin Wrap 36 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/850511.jpg,Pantry;Baking,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YI32JF37,Product,Donna Hay Banana Bread Mix 540g,,https://cdn1.woolworths.media/content/wowproductimages/medium/491188.jpg,Pantry;Baking,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BT35ER81,Product,Donna Hay Best-loved Carrot Cake 460g,,https://cdn1.woolworths.media/content/wowproductimages/medium/805225.jpg,Pantry;Baking,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE64HC37,Product,Donna Hay Molten Chocolate Chunk Brownie 660g,,https://cdn1.woolworths.media/content/wowproductimages/medium/766044.jpg,Pantry;Baking,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB35UE65,Product,Donna Hay Spelt Flour Pancakes With Real Vanilla Beans 285g,,https://cdn1.woolworths.media/content/wowproductimages/medium/805226.jpg,Pantry;Baking,,,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VP94MA79,Product,Dr Oetker Buttercream Icing 300g,,https://cdn1.woolworths.media/content/wowproductimages/medium/885370.jpg,Pantry;Baking,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE20XI22,Product,Dr Oetker Designer Icing White 140g,,https://cdn1.woolworths.media/content/wowproductimages/medium/449741.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC83JT84,Product,Dr Oetker Edible Decorations Giant Chocolate Stars 20g,,https://cdn1.woolworths.media/content/wowproductimages/medium/449941.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IW80MW45,Product,Dr Oetker Edible Decorations Wafer Daisies 2.8g,,https://cdn1.woolworths.media/content/wowproductimages/medium/454143.jpg,Pantry;Baking,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT95KY61,Product,Dr Oetker Gelatine Powder 36g,,https://cdn1.woolworths.media/content/wowproductimages/medium/449918.jpg,Pantry;Baking,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FV44ON47,Product,Dr Oetker Ready Rolled Icing White 450g,,https://cdn1.woolworths.media/content/wowproductimages/medium/448630.jpg,Pantry;Baking,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX13HO24,Product,Dr Oetker Ready To Roll Icing White 1kg,,https://cdn1.woolworths.media/content/wowproductimages/medium/450136.jpg,Pantry;Baking,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZ75YP46,Product,Dr Oetker Ready To Roll Icing White 600g,,https://cdn1.woolworths.media/content/wowproductimages/medium/448647.jpg,Pantry;Baking,,,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE75RB56,Product,Dr. Oetker & Queen Buttercream Icing Cookies & Cream 300g,,https://cdn1.woolworths.media/content/wowproductimages/medium/805724.jpg,Pantry;Baking,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZR27DV21,Product,Dr. Oetker & Queen Designer Icing Black 140g,,https://cdn1.woolworths.media/content/wowproductimages/medium/803516.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJ76LS88,Product,Dr. Oetker & Queen Icing Decorations Cake Friends 12 pack,,https://cdn1.woolworths.media/content/wowproductimages/medium/805726.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PO74VS29,Product,Dr. Oetker & Queen Ultimate Sprinkles Glamour & Sparkle 115g,,https://cdn1.woolworths.media/content/wowproductimages/medium/803556.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KD91MT74,Product,Dr. Oetker & Queen Ultimate Sprinkles Midnight Magic 110g,,https://cdn1.woolworths.media/content/wowproductimages/medium/803578.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZE70VR80,Product,Dr. Oetker & Queen Ultimate Sprinkles Unicorn Confetti 110g,,https://cdn1.woolworths.media/content/wowproductimages/medium/803557.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC43AT25,Product,Dr. Oetker Flower Icing Decorations 48pk 8g,,https://cdn1.woolworths.media/content/wowproductimages/medium/662588.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC54SR65,Product,Dr. Oetker Party Pal Icing Decorations 12pk 13g,,https://cdn1.woolworths.media/content/wowproductimages/medium/662622.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR69LN10,Product,Dr. Oetker Rose Icing Decorations 16pk 16g,,https://cdn1.woolworths.media/content/wowproductimages/medium/662589.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY67OR23,Product,Dr. Oetker Smiley Icing Decorations 12pk 12g,,https://cdn1.woolworths.media/content/wowproductimages/medium/662586.jpg,Pantry;Baking,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN10HB96,Product,Equal Spoonful Sweetener Powder 113g,,https://cdn1.woolworths.media/content/wowproductimages/medium/841568.jpg,Pantry;Baking,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ER21KI92,Product,Equal Sweetener Tablets 600 tablets,,https://cdn1.woolworths.media/content/wowproductimages/medium/807039.jpg,Pantry;Baking,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD52WZ20,Product,Fowlers Baking Aids Vacola Jamsetta 50g,,https://cdn1.woolworths.media/content/wowproductimages/medium/030309.jpg,Pantry;Baking,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IB80NQ52,Product,Fruit & Nut Mix Loose With Goji Berry per 100g,,https://cdn1.woolworths.media/content/wowproductimages/medium/767398.jpg,Pantry;Baking,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD35XH20,Product,Fruit For Life Coconut Chips 40g,,https://cdn1.woolworths.media/content/wowproductimages/medium/350371.jpg,Pantry;Baking,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX89UJ39,Product,Fruit For Life Goji Berries Goji 150g,,https://cdn1.woolworths.media/content/wowproductimages/medium/313447.jpg,Pantry;Baking,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG37HZ39,Product,Fruit For Life Mango Dried 150g,,https://cdn1.woolworths.media/content/wowproductimages/medium/340056.jpg,Pantry;Baking,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QW18AU61,Product,Fruit Salad Tropical Loose per kg 100g,,https://cdn1.woolworths.media/content/wowproductimages/medium/767313.jpg,Pantry;Baking,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QO17NL11,Product,Ginger Crystalised Loose per 100g,,https://cdn1.woolworths.media/content/wowproductimages/medium/767247.jpg,Pantry;Baking,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT59KJ89,Product,Green's Cookies & Cream Cupcakes Mix 380g,,https://cdn1.woolworths.media/content/wowproductimages/medium/827339.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE78DG96,Product,Green's Orange Poppyseed Cake Mix 580g,,https://cdn1.woolworths.media/content/wowproductimages/medium/324843.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BT29HD45,Product,Green's Pink Cupcakes Mix 490g,,https://cdn1.woolworths.media/content/wowproductimages/medium/307799.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW88EH34,Product,Greens Anna Salted Caramel Cupcake 465g,,https://cdn1.woolworths.media/content/wowproductimages/medium/857090.jpg,Pantry;Baking,,,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG68JC64,Product,Greens Brownie Break Chocolate Salted Caramel 75g,,https://cdn1.woolworths.media/content/wowproductimages/medium/680715.jpg,Pantry;Baking,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH16DW56,Product,Greens Brownie Break Double Chocolate Fudge 75g,,https://cdn1.woolworths.media/content/wowproductimages/medium/680716.jpg,Pantry;Baking,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VX11EN98,Product,Greens Brownie Mix Chocolate 380g,,https://cdn1.woolworths.media/content/wowproductimages/medium/757795.jpg,Pantry;Baking,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG52VI16,Product,Greens Brownie Mix Triple Chocolate Fudge 500g,,https://cdn1.woolworths.media/content/wowproductimages/medium/575822.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW61SO73,Product,Greens Buttermilk Crepe Shake 300g,,https://cdn1.woolworths.media/content/wowproductimages/medium/856995.jpg,Pantry;Baking,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK78KJ87,Product,Greens Cake Break Chocolate Mud Cake 60g,,https://cdn1.woolworths.media/content/wowproductimages/medium/680774.jpg,Pantry;Baking,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WQ26IH93,Product,Greens Cake Break Cookies & Cream 65g,,https://cdn1.woolworths.media/content/wowproductimages/medium/857092.jpg,Pantry;Baking,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FG24XS65,Product,Greens Cake Break Sticky Date Pudding 75g,,https://cdn1.woolworths.media/content/wowproductimages/medium/857093.jpg,Pantry;Baking,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XH29ZD94,Product,Greens Cake Mix Banana 430g,,https://cdn1.woolworths.media/content/wowproductimages/medium/347112.jpg,Pantry;Baking,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WF79ZV62,Product,Greens Cake Mix Caramel Mud 600g,,https://cdn1.woolworths.media/content/wowproductimages/medium/490105.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QL40IE35,Product,Greens Cake Mix Chocolate Mud 530g,,https://cdn1.woolworths.media/content/wowproductimages/medium/335575.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XH93RU63,Product,Greens Cake Mix Traditional Carrot 470g,,https://cdn1.woolworths.media/content/wowproductimages/medium/067291.jpg,Pantry;Baking,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR85VN96,Product,Greens Cake Mix Traditional Chocolate 440g,,https://cdn1.woolworths.media/content/wowproductimages/medium/053941.jpg,Pantry;Baking,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD25SS97,Product,Greens Cake Mix Traditional Date Loaf 415g,,https://cdn1.woolworths.media/content/wowproductimages/medium/017513.jpg,Pantry;Baking,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DH12GB75,Product,Greens Cake Mix Traditional Golden Butter 440g,,https://cdn1.woolworths.media/content/wowproductimages/medium/067289.jpg,Pantry;Baking,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ67YT85,Product,Greens Cake Mix Traditional Sultana 340g,,https://cdn1.woolworths.media/content/wowproductimages/medium/217506.jpg,Pantry;Baking,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI75DV95,Product,Greens Cake Mix Traditional Vanilla 470g,,https://cdn1.woolworths.media/content/wowproductimages/medium/205551.jpg,Pantry;Baking,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA15CW27,Product,Greens Cheesecake Original 420g,,https://cdn1.woolworths.media/content/wowproductimages/medium/857087.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE83CL11,Product,Greens Choc Filled Doughnut Balls 480g,,https://cdn1.woolworths.media/content/wowproductimages/medium/857045.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WT99HR68,Product,Greens Classic Banana Bread 400g,,https://cdn1.woolworths.media/content/wowproductimages/medium/857067.jpg,Pantry;Baking,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE71KZ28,Product,Greens Cookie Break Choc Chip Cookie Dough 75g,,https://cdn1.woolworths.media/content/wowproductimages/medium/680717.jpg,Pantry;Baking,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NB43MY31,Product,Greens Cupcake Mix Vanilla 380g,,https://cdn1.woolworths.media/content/wowproductimages/medium/724203.jpg,Pantry;Baking,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW75SP39,Product,Greens Learn To Bake Kids Disney Marvel Cupcake 215g,,https://cdn1.woolworths.media/content/wowproductimages/medium/680776.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR12WR44,Product,Greens Learn To Bake Kids Paw Patrol Choc Chip Cookie 240g,,https://cdn1.woolworths.media/content/wowproductimages/medium/680780.jpg,Pantry;Baking,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FP28NR39,Product,Greens Maple Syrup Pancake Shake 325g,,https://cdn1.woolworths.media/content/wowproductimages/medium/070743.jpg,Pantry;Baking,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
